"RENEWABLE ENERGY";"Industries and households";4612704;4797226;5842270;5532477;5470341;5433970;4886455;4949574;5908285;6164931;6233040;6225531;7738617;11140933;15959689;21213079;23323637;24214228;25151918;25180543;26014172;26549364;25849635;24957300;25039451;26363469;26803593;27638345;26565188;26339029;26825024;27448477;26180861;26348607;29322372;32241567;31632039;34908441;36606066;41263354;45694453;52877640;54415043;54381136;58480818;59580599;59856752;61031135;58509627;68527891;73393698;76159351;81234305;76398199;79062797;86545045;91557176
"RENEWABLE ENERGY";"Households";2156790;2632920;2645420;2042240;1428030;1842700;1742531;1808500;2123300;2633443;2426218;2067012;3410812;6429440;10589370;14371729;15915729;16160972;16310119;16123140;16558622;17273646;16565363;15650567;15690474;17133181;17540397;18493967;17947170;17910063;18493455;18768863;17330691;17577275;20328866;23032469;23634527;26445652;27927666;32241259;35720971;41894231;41156555;41345042;45018342;43051386;43306501;45060344;43648217;50072388;53379206;54558825;57243720;50657395;52597203;56194880;58147393
"RENEWABLE ENERGY";"Total industries";2455914;2164306;3196850;3490237;4042311;3591270;3143924;3141074;3784985;3531487;3806823;4158519;4327806;4711492;5370318;6841350;7407908;8053256;8841799;9057403;9455550;9275718;9284272;9306733;9348978;9230288;9263196;9144378;8618018;8428966;8331569;8679614;8850170;8771332;8993506;9209099;7997513;8462789;8678401;9022094;9973482;10983409;13258488;13036094;13462476;16529213;16550251;15970792;14861411;18455503;20014492;21600526;23990585;25740804;26465594;30350165;33409783
"RENEWABLE ENERGY";"A Agriculture, forestry and fishing";261000;261000;261000;261000;261000;261000;261000;261000;261000;290186;290247;435309;580989;872906;1825296;2563436;2874617;3140392;3602666;3493834;3513439;3517120;3543481;3540515;3520708;3519843;3522069;3282409;3062430;2841840;2694359;2773755;2838798;2617373;2383811;2225944;2242107;2245676;2268214;2176170;2422870;2631479;2809849;2681718;2770313;2913209;2969227;2943676;2997783;3131764;3281121;3328453;3443424;3620730;3830782;4282311;4846587
"RENEWABLE ENERGY";"01000 Agriculture and horticulture";261000;261000;261000;261000;261000;261000;261000;261000;261000;290186;290247;435309;580989;872906;1825296;2563436;2874617;3140392;3602666;3493834;3513439;3517120;3543481;3540515;3520708;3519843;3522069;3282409;3062430;2841840;2694359;2773755;2838798;2617373;2383811;2225944;2242107;2245676;2268214;2176170;2422799;2631362;2809724;2681019;2769632;2893997;2928105;2909229;2959171;3090962;3240260;3286292;3402820;3579818;3790362;4240668;..
"RENEWABLE ENERGY";"010000 Agriculture and horticulture";261000;261000;261000;261000;261000;261000;261000;261000;261000;290186;290247;435309;580989;872906;1825296;2563436;2874617;3140392;3602666;3493834;3513439;3517120;3543481;3540515;3520708;3519843;3522069;3282409;3062430;2841840;2694359;2773755;2838798;2617373;2383811;2225944;2242107;2245676;2268214;2176170;2422799;2631362;2809724;2681019;2769632;2893997;2928105;2909229;2959171;3090962;3240260;3286292;3402820;3579818;3790362;4240668;..
"RENEWABLE ENERGY";"02000 Forestry";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;48;86;91;529;547;15684;34450;29363;32627;34474;34238;34978;34164;34335;35074;35752;..
"RENEWABLE ENERGY";"020000 Forestry";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;48;86;91;529;547;15684;34450;29363;32627;34474;34238;34978;34164;34335;35074;35752;..
"RENEWABLE ENERGY";"03000 Fishing";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;24;31;34;170;135;3528;6672;5084;5985;6328;6623;7182;6441;6578;5346;5892;..
"RENEWABLE ENERGY";"030000 Fishing";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;24;31;34;170;135;3528;6672;5084;5985;6328;6623;7182;6441;6578;5346;5892;..
